Species,Quarter,NewControl,Latitude,Longitude,Northing,Easting
prickly pear,2020 - Quarter 2,Removed,-24.22582,30.86652,7319116.01752201,283348.35519388
prickly pear,2020 - Quarter 2,Both,-24.19106,30.84515,7322933.00787371,281118.176083508
prickly pear,2020 - Quarter 2,Both,-24.19539,30.83608,7322439.13596102,280204.013289992
prickly pear,2020 - Quarter 2,Bio,-24.20494,30.87589,7321443.36859998,284264.970858523
prickly pear,2020 - Quarter 2,Bio,-24.20484,30.87572,7321454.1827214,284247.531079278
prickly pear,2020 - Quarter 2,Bio,-24.20439,30.8759,7321504.30631074,284265.060391718
prickly pear,2020 - Quarter 2,Bio,-24.20435,30.87562,7321508.304411851,284236.546000542
prickly pear,2020 - Quarter 2,Bio,-24.20432,30.8756,7321511.59654178,284234.463531859
prickly pear,2020 - Quarter 2,Bio,-24.20432,30.8756,7321511.59654178,284234.463531859
prickly pear,2020 - Quarter 2,Bio,-24.20503,30.87623,7321433.92474954,284299.665074566
prickly pear,2020 - Quarter 2,Bio,-24.20253,30.8771,7321712.18757844,284383.845007917
prickly pear,2020 - Quarter 2,Bio,-24.19762,30.88104,7322262.13330431,284775.891337185
prickly pear,2020 - Quarter 2,Bio,-24.19801,30.88187,7322220.21269201,284860.87554479
prickly pear,2020 - Quarter 2,Bio,-24.19814,30.88197,7322205.96695726,284871.253960441
prickly pear,2020 - Quarter 2,Bio,-24.19814,30.88192,7322205.8899459,284866.173903178
prickly pear,2020 - Quarter 2,Bio,-24.18019,30.89701,7324217.30881577,286369.414121912
prickly pear,2020 - Quarter 2,Bio,-24.17951,30.89782,7324293.86772714,286450.589582546
prickly pear,2020 - Quarter 2,Bio,-24.17595,30.89784,7324688.22653612,286446.693654913
prickly pear,2020 - Quarter 2,Removed,-24.17597,30.89816,7324686.5000027,286479.244731549
prickly pear,2020 - Quarter 2,Bio,-24.17419,30.89189,7324874.07369821,285839.12656519
prickly pear,2020 - Quarter 2,Bio,-24.18226,30.89573,7323986.06519628,286242.798191134
prickly pear,2020 - Quarter 2,Bio,-24.19542,30.90827,7322547.50632359,287538.838688357
prickly pear,2020 - Quarter 2,Both,-24.19837,30.91277,7322227.583692479,288000.929097578
prickly pear,2020 - Quarter 2,Both,-24.20171,30.9161,7321862.67615743,288344.773875878
prickly pear,2020 - Quarter 2,Removed,-24.20148,30.91609,7321888.13713667,288343.377881604
prickly pear,2020 - Quarter 2,Chemical,-24.20156,30.91592,7321879.01822475,288326.238582973
prickly pear,2020 - Quarter 2,Chemical,-24.20127,30.91605,7321911.33733388,288338.967017263
prickly pear,2020 - Quarter 2,Chemical,-24.20124,30.91604,7321914.64515255,288337.901476349
prickly pear,2020 - Quarter 2,Chemical,-24.20116,30.91602,7321923.47610571,288335.737346942
prickly pear,2020 - Quarter 2,Both,-24.20104,30.91613,7321936.93470659,288346.71477906
prickly pear,2020 - Quarter 2,Both,-24.20091,30.91601,7321951.15239985,288334.308295649
prickly pear,2020 - Quarter 2,Both,-24.20121,30.91616,7321918.14998533,288350.043573923
prickly pear,2020 - Quarter 2,Both,-24.20114,30.91632,7321926.1460524,288366.183483094
prickly pear,2020 - Quarter 2,Both,-24.20111,30.91634,7321929.49933231,288368.165866705
prickly pear,2020 - Quarter 2,Both,-24.20107,30.91659,7321934.30876801,288393.499113878
prickly pear,2020 - Quarter 2,Both,-24.20103,30.91595,7321937.76956999,288328.410730673
prickly pear,2020 - Quarter 2,Both,-24.20098,30.91586,7321943.17145413,288319.184345464
prickly pear,2020 - Quarter 2,Bio,-24.20109,30.91565,7321930.66891103,288298.030673371
prickly pear,2020 - Quarter 2,Chemical,-24.20083,30.91601,7321960.01366356,288334.176111334
prickly pear,2020 - Quarter 2,Chemical,-24.20088,30.91611,7321954.6269241,288344.418475085
prickly pear,2020 - Quarter 2,Both,-24.20095,30.9162,7321947.00970803,288353.677899373
prickly pear,2020 - Quarter 2,Both,-24.20065,30.91581,7321979.64838621,288313.559163097
prickly pear,2020 - Quarter 2,Both,-24.20032,30.91596,7322016.42844124,288328.253549307
prickly pear,2020 - Quarter 2,Removed,-24.20122,30.91559,7321916.17840442,288292.149678342
prickly pear,2020 - Quarter 2,Untreated,-24.18666,30.85215,7323431.33911566,281821.943929568
prickly pear,2020 - Quarter 2,Bio,-24.2127,30.94161,7320683.7960168,290954.434703042
prickly pear,2020 - Quarter 2,Bio,-24.21134,30.94096,7320833.4626171,290886.181995852
prickly pear,2020 - Quarter 2,Bio,-24.21157,30.94122,7320808.376140269,290912.970482361
prickly pear,2020 - Quarter 2,Dead,-24.21163,30.94099,7320801.38577081,290889.703249337
prickly pear,2020 - Quarter 2,Bio,-24.21178,30.93407,7320774.38849854,290186.959910568
prickly pear,2020 - Quarter 2,Bio,-24.20045,30.92164,7322010.62549571,288905.543340039
prickly pear,2020 - Quarter 2,Bio,-24.2,30.92093,7322059.3967059,288832.667282577
prickly pear,2020 - Quarter 2,Bio,-24.20003,30.92097,7322056.134215309,288836.780650838
prickly pear,2020 - Quarter 2,Bio,-24.20046,30.92082,7322008.27823215,288822.249788565
prickly pear,2020 - Quarter 2,Bio,-24.19173,30.8868,7322923.41480992,285351.249469382
prickly pear,2020 - Quarter 2,Chemical,-24.18995,30.88888,7323123.77409283,285559.611608382
prickly pear,2020 - Quarter 2,Both,-24.19003,30.88923,7323115.449868821,285595.308005942
prickly pear,2020 - Quarter 2,Bio,-24.18967,30.88994,7323156.4152851,285666.847128843
prickly pear,2020 - Quarter 2,Dead,-24.18957,30.89094,7323169.02560461,285768.287480205
prickly pear,2020 - Quarter 2,Dead,-24.18744,30.89012,7323403.701505101,285681.407775323
prickly pear,2020 - Quarter 2,Bio,-24.19275,30.88543,7322808.32680042,285213.758727177
prickly pear,2020 - Quarter 2,Chemical,-24.20229,30.88722,7321754.35933922,285411.611149159
prickly pear,2020 - Quarter 2,Both,-24.20427,30.88514,7321531.84244096,285203.608432118
prickly pear,2020 - Quarter 2,Dead,-24.20432,30.88521,7321526.41174773,285210.804011133
prickly pear,2020 - Quarter 2,Chemical,-24.20638,30.885,7321297.90803994,285192.923919681
prickly pear,2020 - Quarter 2,Dead,-24.20815,30.89076,7321110.69939014,285781.068132014
prickly pear,2020 - Quarter 2,Chemical,-24.20815,30.89071,7321110.62267514,285775.988491564
prickly pear,2020 - Quarter 2,Chemical,-24.21054,30.88752,7320840.99076223,285455.911617435
prickly pear,2020 - Quarter 2,Both,-24.20864,30.88595,7321049.03508143,285293.227790078
prickly pear,2020 - Quarter 2,Chemical,-24.21226,30.89395,7320660.33785077,286112.014447188
prickly pear,2020 - Quarter 2,Chemical,-24.21277,30.89307,7320602.49809088,286023.468109739
prickly pear,2020 - Quarter 2,Dead,-24.21303,30.89314,7320573.80595892,286031.013867675
prickly pear,2020 - Quarter 2,Dead,-24.21303,30.89311,7320573.75997522,286027.966202862
prickly pear,2020 - Quarter 2,Removed,-24.2132,30.89321,7320555.08285692,286038.409191177
prickly pear,2020 - Quarter 2,Dead,-24.21289,30.8924,7320588.17889187,285955.604066028
prickly pear,2020 - Quarter 2,Dead,-24.21561,30.89458,7320290.233601821,286181.610848459
prickly pear,2020 - Quarter 2,Bio,-24.18019,30.89701,7324217.30881577,286369.414121912
prickly pear,2020 - Quarter 3,Bio,-24.21324,30.8967,7320555.9969928,286393.020185913
prickly pear,2020 - Quarter 3,Bio,-24.21849,30.89851,7319977.23969243,286585.647986964
prickly pear,2020 - Quarter 3,Bio,-24.1927,30.92261,7322870.52333041,288991.330385722
prickly pear,2020 - Quarter 3,Bio,-24.17266,30.9488,7325129.54087457,291619.749426163
prickly pear,2020 - Quarter 3,Bio,-24.21652,30.93776,7320254.903354269,290569.573585309
prickly pear,2020 - Quarter 3,Bio,-24.21324,30.8967,7320555.9969928,286393.020185913
prickly pear,2020 - Quarter 2,Bio,-24.18019,30.89701,7324217.30881577,286369.414121912
prickly pear,2020 - Quarter 3,Bio,-24.21849,30.89851,7319977.23969243,286585.647986964
prickly pear,2020 - Quarter 3,Bio,-24.1927,30.92261,7322870.52333041,288991.330385722
prickly pear,2020 - Quarter 3,Bio,-24.17266,30.9488,7325129.54087457,291619.749426163
prickly pear,2020 - Quarter 3,Bio,-24.17333,30.86427,7324926.7469355,283030.918286626
prickly pear,2020 - Quarter 2,Bio,-24.20753,30.8305,7321085.59778306,279657.938737794
prickly pear,2020 - Quarter 2,Bio,-24.2099,30.834,7320828.59242303,280017.595944131
prickly pear,2020 - Quarter 2,Bio,-24.21013,30.83385,7320802.878989691,280002.752035938
prickly pear,2020 - Quarter 2,Bio,-24.20990152,30.83400316,7320828.42903218,280017.919592376
prickly pear,2020 - Quarter 2,Bio,-24.20753312,30.83050083,7321085.253490589,279658.028430952
prickly pear,2020 - Quarter 3,Bio,-24.17333,30.86427,7324926.7469355,283030.918286626
prickly pear,2020 - Quarter 2,Bio,-24.21013136,30.83384631,7320802.72252779,280002.379491736
prickly pear,2020 - Quarter 3,Bio,-24.20526,30.83651,7321346.51657113,280264.634769196
prickly pear,2020 - Quarter 3,Bio,-24.20526,30.83651,7321346.51657113,280264.634769196
prickly pear,2020 - Quarter 3,Bio,-24.17523,30.86459,7324716.78447857,283066.650851826
prickly pear,2020 - Quarter 3,Bio,-24.17523,30.86459,7324716.78447857,283066.650851826
prickly pear,2020 - Quarter 3,Bio,-24.21652,30.93776,7320254.903354269,290569.573585309
prickly pear,2020 - Quarter 3,Bio,-24.21968,30.90233,7319851.26328879,286975.680094086
prickly pear,2020 - Quarter 3,Bio,-24.20729,30.92732,7321261.56391972,289493.858571233
prickly pear,2020 - Quarter 3,Bio,-24.17915,30.87075,7324292.12036083,283699.241670966
prickly pear,2020 - Quarter 3,Bio,-24.18846,30.87716,7323270.77995676,284366.263738075
prickly pear,2020 - Quarter 3,Bio,-24.19061,30.935,7323120.67905848,290246.776371465
prickly pear,2020 - Quarter 3,Bio,-24.21968,30.90233,7319851.26328879,286975.680094086
prickly pear,2020 - Quarter 3,Bio,-24.18846,30.87716,7323270.77995676,284366.263738075
prickly pear,2020 - Quarter 3,Bio,-24.19061,30.935,7323120.67905848,290246.776371465
prickly pear,2020 - Quarter 4,Bio,-24.19024,30.8743,7323069.19689833,284078.660424986
prickly pear,2020 - Quarter 2,Bio,-24.21863,30.83727,7319866.72139088,280364.786302308
prickly pear,2020 - Quarter 2,Bio,-24.21324,30.83114,7320454.11104403,279732.783391727
prickly pear,2020 - Quarter 2,Bio,-24.21862897,30.83727139,7319866.83767131,280364.925740501
prickly pear,2020 - Quarter 2,Bio,-24.21323788,30.83114445,7320454.352898479,279733.2318259
prickly pear,2020 - Quarter 2,Bio,-24.21551,30.8283,7320198.17834236,279448.174577772
prickly pear,2020 - Quarter 2,Bio,-24.21550997,30.82830488,7320198.18937665,279448.670283933
prickly pear,2020 - Quarter 3,Bio,-24.18228,30.85436,7323919.95415483,282039.058584037
prickly pear,2020 - Quarter 3,Bio,-24.18228,30.85436,7323919.95415483,282039.058584037
prickly pear,2020 - Quarter 3,Bio,-24.19865,30.92924,7322221.46852328,289674.728682401
prickly pear,2020 - Quarter 3,Bio,-24.19865,30.92924,7322221.46852328,289674.728682401
prickly pear,2020 - Quarter 3,Bio,-24.18319,30.87562,7323852.1473446,284200.914248167
prickly pear,2020 - Quarter 3,Bio,-24.18319,30.87562,7323852.1473446,284200.914248167
prickly pear,2020 - Quarter 3,Bio,-24.20165,30.92864,7321888.26932724,289618.696139654
prickly pear,2020 - Quarter 3,Bio,-24.20165,30.92864,7321888.26932724,289618.696139654
prickly pear,2020 - Quarter 3,Bio,-24.18677,30.82737,7323380.23985801,279304.18474248
prickly pear,2020 - Quarter 3,Bio,-24.18677,30.82737,7323380.23985801,279304.18474248
prickly pear,2020 - Quarter 3,Bio,-24.20729,30.92732,7321261.56391972,289493.858571233
prickly pear,2020 - Quarter 2,Bio,-24.19762,30.88104,7322262.13330431,284775.891337185
prickly pear,2020 - Quarter 2,Bio,-24.19762,30.88104,7322262.13330431,284775.891337185
prickly pear,2020 - Quarter 3,Bio,-24.17915,30.87075,7324292.12036083,283699.241670966
prickly pear,2020 - Quarter 2,Bio,-24.20253,30.8771,7321712.18757844,284383.845007917
prickly pear,2020 - Quarter 3,Bio,-24.21951,30.90398,7319872.61117103,287143.00949685
prickly pear,2020 - Quarter 3,Bio,-24.21178,30.93407,7320774.38849854,290186.959910568
prickly pear,2020 - Quarter 3,Bio,-24.20782,30.9359,7321215.76688516,290366.383158681
prickly pear,2020 - Quarter 3,Bio,-24.16699,30.946,7325753.39695391,291325.995156949
prickly pear,2020 - Quarter 3,Bio,-24.16975,30.85436,7325307.88254277,282017.762253118
prickly pear,2020 - Quarter 3,Bio,-24.21178,30.93407,7320774.38849854,290186.959910568
prickly pear,2020 - Quarter 2,Bio,-24.20253,30.8771,7321712.18757844,284383.845007917
prickly pear,2020 - Quarter 3,Bio,-24.21951,30.90398,7319872.61117103,287143.00949685
prickly pear,2020 - Quarter 3,Bio,-24.16699,30.946,7325753.39695391,291325.995156949
prickly pear,2020 - Quarter 3,Bio,-24.16975,30.85436,7325307.88254277,282017.762253118
prickly pear,2020 - Quarter 4,Bio,-24.18674,30.8608,7323435.95633046,282701.018026529
prickly pear,2020 - Quarter 3,Bio,-24.2375,30.94662,7317944.32509692,291503.797355202
prickly pear,2020 - Quarter 3,Bio,-24.2375,30.94662,7317944.32509692,291503.797355202
prickly pear,2020 - Quarter 2,Bio,-24.20853,30.82278,7320962.62223849,278875.34337852
prickly pear,2020 - Quarter 2,Bio,-24.21826,30.83668,7319906.77756821,280304.214955571
prickly pear,2020 - Quarter 2,Bio,-24.21825957,30.83667658,7319906.8198155,280303.86678939
prickly pear,2020 - Quarter 3,Bio,-24.2085284,30.82278318,7320962.804507699,278875.663689271
prickly pear,2020 - Quarter 3,Bio,-24.19275,30.88543,7322808.32680042,285213.758727177
prickly pear,2020 - Quarter 3,Bio,-24.19275,30.88543,7322808.32680042,285213.758727177
prickly pear,2020 - Quarter 3,Bio,-24.20782,30.9359,7321215.76688516,290366.383158681
prickly pear,2020 - Quarter 3,Bio,-24.21178,30.93407,7320774.38849854,290186.959910568
prickly pear,2020 - Quarter 3,Bio,-24.18894,30.87313,7323211.38625954,283957.58801188
prickly pear,2020 - Quarter 3,Bio,-24.21178,30.93407,7320774.38849854,290186.959910568
prickly pear,2020 - Quarter 3,Bio,-24.18894,30.87313,7323211.38625954,283957.58801188
prickly pear,2020 - Quarter 2,Bio,-24.21667,30.84257,7320092.16041746,280899.840887126
prickly pear,2020 - Quarter 2,Bio,-24.21511,30.83621,7320254.96254129,280251.06122319
prickly pear,2020 - Quarter 2,Bio,-24.21510846,30.83621146,7320255.13542537,280251.206900502
prickly pear,2020 - Quarter 2,Bio,-24.21666725,30.84256865,7320092.46291435,280899.699035948
prickly pear,2020 - Quarter 3,Bio,-24.21226976,30.81857356,7320541.69797796,278454.458603541
prickly pear,2020 - Quarter 3,Bio,-24.18967,30.88994,7323156.4152851,285666.847128843
prickly pear,2020 - Quarter 3,Bio,-24.18967,30.88994,7323156.4152851,285666.847128843
prickly pear,2020 - Quarter 2,Bio,-24.20494,30.87589,7321443.36859998,284264.970858523
prickly pear,2020 - Quarter 2,Bio,-24.20494,30.87589,7321443.36859998,284264.970858523
prickly pear,2020 - Quarter 2,Bio,-24.20494,30.87589,7321443.36859998,284264.970858523
prickly pear,2020 - Quarter 2,Bio,-24.21398,30.82186,7320357.46583457,278791.291947017
prickly pear,2020 - Quarter 2,Bio,-24.21398235,30.8218647,7320357.2129724,278791.773486526
prickly pear,2020 - Quarter 3,Untreated,-24.21706,30.8605,7320076.99026661,282721.97150053
prickly pear,2020 - Quarter 2,Bio,-24.17595,30.89784,7324688.22653612,286446.693654913
prickly pear,2020 - Quarter 2,Bio,-24.17595,30.89784,7324688.22653612,286446.693654913
prickly pear,2021 - Quarter 1,Both,-24.19692,30.84305,7322280.608704,280914.817788653
prickly pear,2021 - Quarter 1,Bio,-24.20275,30.83997,7321629.98851487,280611.862439324
prickly pear,2021 - Quarter 1,Both,-24.21302,30.85387,7320514.15940964,282041.569829681
prickly pear,2020 - Quarter 2,Untreated,-24.21248,30.86082,7320584.80857672,282746.706817778
prickly pear,2021 - Quarter 1,Removed,-24.18984,30.85088,7323077.11095857,281698.313371135
prickly pear,2020 - Quarter 3,Bio,-24.21359,30.89451,7320513.87567983,286171.125825376
prickly pear,2020 - Quarter 3,Bio,-24.21359,30.89451,7320513.87567983,286171.125825376
prickly pear,2020 - Quarter 3,Bio,-24.1971,30.87506,7322310.50512669,284167.437004481
prickly pear,2020 - Quarter 3,Bio,-24.17663,30.86809,7324567.13633634,283424.685139772
prickly pear,2020 - Quarter 3,Bio,-24.1971,30.87506,7322310.50512669,284167.437004481
prickly pear,2020 - Quarter 3,Bio,-24.17663,30.86809,7324567.13633634,283424.685139772
prickly pear,2020 - Quarter 3,Bio,-24.17878,30.8707,7324333.02702619,283693.536699254
prickly pear,2020 - Quarter 3,Bio,-24.17878,30.8707,7324333.02702619,283693.536699254
prickly pear,2020 - Quarter 3,Untreated,-24.20281,30.87594,7321679.381124389,284266.463038284
prickly pear,2020 - Quarter 3,Untreated,-24.20281,30.87594,7321679.381124389,284266.463038284
prickly pear,2020 - Quarter 3,Removed,-24.18543,30.9557,7323725.35484878,292341.595745779
prickly pear,2020 - Quarter 3,Removed,-24.18543,30.9557,7323725.35484878,292341.595745779
prickly pear,2020 - Quarter 3,Removed,-24.22492,30.88804,7319248.95554626,285532.83437134
prickly pear,2020 - Quarter 3,Removed,-24.22492,30.88804,7319248.95554626,285532.83437134
prickly pear,2020 - Quarter 2,Bio,-24.20937,30.83398,7320887.26892205,280014.653498658
prickly pear,2020 - Quarter 3,Chemical,-24.20229,30.88722,7321754.35933922,285411.611149159
prickly pear,2020 - Quarter 3,Chemical,-24.21054,30.88752,7320840.99076223,285455.911617435
prickly pear,2020 - Quarter 3,Chemical,-24.22433,30.89827,7319329.99403095,286571.007293581
prickly pear,2020 - Quarter 3,Removed,-24.21054,30.88752,7320840.99076223,285455.911617435
prickly pear,2020 - Quarter 3,Removed,-24.20229,30.88722,7321754.35933922,285411.611149159
prickly pear,2020 - Quarter 3,Removed,-24.22433,30.89827,7319329.99403095,286571.007293581
prickly pear,2020 - Quarter 3,Chemical,-24.21277,30.89307,7320602.49809088,286023.468109739
prickly pear,2020 - Quarter 3,Removed,-24.21277,30.89307,7320602.49809088,286023.468109739
prickly pear,2020 - Quarter 3,Chemical,-24.17249,30.84793,7324994.33727184,281368.983295589
prickly pear,2020 - Quarter 3,Bio,-24.17249,30.84793,7324994.33727184,281368.983295589
prickly pear,2020 - Quarter 3,Untreated,-24.17249,30.84793,7324994.33727184,281368.983295589
prickly pear,2020 - Quarter 4,Untreated,-24.18922,30.85098,7323145.943831469,281707.41829351
prickly pear,2020 - Quarter 4,Untreated,-24.22145,30.94092,7319713.57028107,290898.633221599
prickly pear,2020 - Quarter 3,Untreated,-24.20246,30.87617,7321718.50511329,284289.241085236
prickly pear,2020 - Quarter 3,Untreated,-24.20246,30.87617,7321718.50511329,284289.241085236
prickly pear,2020 - Quarter 3,Untreated,-24.19092,30.83894,7322938.77239045,280486.947289094
prickly pear,2020 - Quarter 3,Untreated,-24.19092,30.83894,7322938.77239045,280486.947289094
prickly pear,2020 - Quarter 3,Bio,-24.20403,30.89657,7321575.96040101,286364.449104686
prickly pear,2020 - Quarter 2,Both,-24.20928,30.8267,7320885.74766908,279274.890308632
prickly pear,2020 - Quarter 2,Both,-24.20927962,30.82669821,7320885.78693172,279274.707798986
prickly pear,2020 - Quarter 3,Dead,-24.19542,30.93326,7322585.28670143,290077.863175305
prickly pear,2020 - Quarter 3,Dead,-24.19542,30.93326,7322585.28670143,290077.863175305
prickly pear,2020 - Quarter 2,Both,-24.20938,30.83399,7320886.176980891,280015.686622397
prickly pear,2020 - Quarter 2,Bio,-24.20938,30.83399,7320886.176980891,280015.686622397
prickly pear,2020 - Quarter 2,Dead,-24.20961,30.82485,7320846.26733486,279087.509296998
prickly pear,2020 - Quarter 2,Dead,-24.20960741,30.82484547,7320846.547061671,279087.044605057
prickly pear,2020 - Quarter 3,Untreated,-24.21150756,30.82533742,7320636.84529893,279140.301771306
prickly pear,2020 - Quarter 3,Removed,-24.21142724,30.8292964,7320652.00024565,279542.367921043
prickly pear,2020 - Quarter 3,Chemical,-24.21302414,30.82198347,7320463.54256645,278802.183838019
prickly pear,2020 - Quarter 3,Chemical,-24.21116992,30.82279868,7320670.22686293,278881.800196039
prickly pear,2020 - Quarter 3,Bio,-24.21654,30.93661,7320250.962086049,290452.784546533
prickly pear,2020 - Quarter 3,Bio,-24.21654,30.93661,7320250.962086049,290452.784546533
prickly pear,2020 - Quarter 3,Bio,-24.1747,30.85714,7324763.91079743,282308.680296356
prickly pear,2020 - Quarter 3,Bio,-24.19321,30.93593,7322834.08653157,290345.522213003
prickly pear,2020 - Quarter 3,Bio,-24.1747,30.85714,7324763.91079743,282308.680296356
prickly pear,2020 - Quarter 3,Bio,-24.17515,30.85662,7324713.25523628,282256.601441749
prickly pear,2020 - Quarter 3,Dead,-24.17515,30.85662,7324713.25523628,282256.601441749
prickly pear,2020 - Quarter 3,Bio,-24.1702,30.85668,7325261.65163914,282254.295725517
prickly pear,2020 - Quarter 3,Bio,-24.1702,30.85668,7325261.65163914,282254.295725517
prickly pear,2020 - Quarter 4,Bio,-24.19322,30.93594,7322832.99389057,290346.554600111
prickly pear,2020 - Quarter 3,Bio,-24.17513,30.85656,7324715.37714721,282250.470254318
prickly pear,2020 - Quarter 3,Bio,-24.17513,30.85656,7324715.37714721,282250.470254318
prickly pear,2020 - Quarter 3,Removed,-24.21596,30.8966,7320254.55804056,286387.39996203
prickly pear,2020 - Quarter 3,Untreated,-24.17814,30.92067,7324480.3358565,288770.229916621
prickly pear,2020 - Quarter 4,Untreated,-24.18713,30.85191,7323378.90308366,281798.357227806
prickly pear,2020 - Quarter 3,Removed,-24.19283,30.93663,7322877.227421281,290416.02264748
prickly pear,2020 - Quarter 3,Removed,-24.19283,30.93663,7322877.227421281,290416.02264748
prickly pear,2020 - Quarter 4,Removed,-24.1758,30.94951,7324782.80020042,291696.99793222
prickly pear,2020 - Quarter 3,Removed,-24.21109012,30.82906497,7320688.97755888,279518.275726715
prickly pear,2020 - Quarter 3,Removed,-24.21127055,30.8196064,7320654.01986294,278557.659370342
prickly pear,2020 - Quarter 3,Removed,-24.21224395,30.82548472,7320555.50821096,279156.536663135
prickly pear,2020 - Quarter 4,Removed,-24.17563,30.94943,7324801.51086641,291688.592546435
prickly pear,2020 - Quarter 3,Untreated,-24.17265,30.86386,7325001.43278411,282988.102934604
prickly pear,2020 - Quarter 3,Bio,-24.16989,30.85296,7325290.19172159,281875.725395314
prickly pear,2020 - Quarter 3,Bio,-24.16989,30.85296,7325290.19172159,281875.725395314
prickly pear,2020 - Quarter 3,Bio,-24.17265,30.86386,7325001.43278411,282988.102934604
prickly pear,2020 - Quarter 3,Untreated,-24.1725,30.88127,7325044.96087149,284757.086651846
prickly pear,2020 - Quarter 3,Bio,-24.19528,30.93281,7322600.1174959,290031.913278222
prickly pear,2020 - Quarter 3,Bio,-24.19528,30.93281,7322600.1174959,290031.913278222
prickly pear,2020 - Quarter 3,Bio,-24.21605,30.94579,7320318.98761041,291384.526849892
prickly pear,2020 - Quarter 3,Bio,-24.21605,30.94579,7320318.98761041,291384.526849892
prickly pear,2020 - Quarter 3,Bio,-24.21427,30.9456,7320515.86461472,291362.32497646
prickly pear,2020 - Quarter 3,Bio,-24.21427,30.9456,7320515.86461472,291362.32497646
prickly pear,2020 - Quarter 3,Bio,-24.21851,30.94393,7320043.7253268,291199.592915289
prickly pear,2020 - Quarter 3,Bio,-24.21851,30.94393,7320043.7253268,291199.592915289
prickly pear,2020 - Quarter 3,Untreated,-24.19748,30.93073,7322353.30648679,289824.191376961
prickly pear,2020 - Quarter 3,Untreated,-24.19796,30.93006,7322299.13095544,289756.907317633
prickly pear,2020 - Quarter 3,Untreated,-24.19837,30.92988,7322253.44631728,289739.292317349
prickly pear,2020 - Quarter 3,Untreated,-24.21806,30.94817,7320099.90592266,291629.568885961
prickly pear,2020 - Quarter 3,Untreated,-24.21806,30.94817,7320099.90592266,291629.568885961
prickly pear,2020 - Quarter 3,Untreated,-24.22448,30.97406,7319427.21219911,294269.844704469
prickly pear,2020 - Quarter 3,Untreated,-24.21569,30.94604,7320359.23647525,291409.336303435
prickly pear,2020 - Quarter 3,Untreated,-24.15737,30.94647,7326819.64674816,291358.119182733
prickly pear,2020 - Quarter 3,Untreated,-24.22448,30.97406,7319427.21219911,294269.844704469
prickly pear,2020 - Quarter 3,Untreated,-24.21569,30.94604,7320359.23647525,291409.336303435
prickly pear,2020 - Quarter 3,Untreated,-24.15737,30.94647,7326819.64674816,291358.119182733
prickly pear,2020 - Quarter 3,Untreated,-24.19818,30.92983,7322274.416422531,289733.900552335
prickly pear,2020 - Quarter 3,Untreated,-24.15815,30.94654,7326733.35535521,291366.501083485
prickly pear,2020 - Quarter 3,Untreated,-24.1789,30.95444,7324446.76943483,292202.987037789
prickly pear,2020 - Quarter 3,Untreated,-24.17834,30.95566,7324510.6101135,292326.048358078
prickly pear,2020 - Quarter 3,Untreated,-24.1789,30.95444,7324446.76943483,292202.987037789
prickly pear,2020 - Quarter 3,Untreated,-24.17834,30.95566,7324510.6101135,292326.048358078
prickly pear,2020 - Quarter 3,Untreated,-24.15815,30.94654,7326733.35535521,291366.501083485
prickly pear,2020 - Quarter 3,Untreated,-24.15797,30.94687,7326753.784937281,291399.746496503
prickly pear,2020 - Quarter 3,Untreated,-24.15797,30.94687,7326753.784937281,291399.746496503
prickly pear,2020 - Quarter 3,Chemical,-24.20998028,30.82905345,7320811.896440419,279515.194199294
prickly pear,2020 - Quarter 3,Chemical,-24.19321,30.93593,7322834.08653157,290345.522213003
prickly pear,2020 - Quarter 3,Chemical,-24.17279,30.8635,7324985.36644212,282951.755849665
prickly pear,2020 - Quarter 3,Chemical,-24.17279,30.8635,7324985.36644212,282951.755849665
prickly pear,2020 - Quarter 3,Chemical,-24.21089383,30.83171951,7320714.91057715,279787.621180499
prickly pear,2020 - Quarter 3,Chemical,-24.21114147,30.82313888,7320673.9171015,278916.313148464
prickly pear,2020 - Quarter 3,Removed,-24.21224395,30.82548472,7320555.50821096,279156.536663135
prickly pear,2020 - Quarter 4,Untreated,-24.20427,30.87518,7321516.48590506,284191.708743833
prickly pear,2020 - Quarter 3,Untreated,-24.19562,30.93326,7322563.13371717,290078.190827643
prickly pear,2020 - Quarter 3,Untreated,-24.19562,30.93326,7322563.13371717,290078.190827643
prickly pear,2020 - Quarter 3,Untreated,-24.19576,30.83588,7322397.83650395,280184.326989274
prickly pear,2020 - Quarter 3,Untreated,-24.19576,30.83588,7322397.83650395,280184.326989274
prickly pear,2020 - Quarter 3,Untreated,-24.17848,30.95534,7324494.62776395,292293.758726557
prickly pear,2020 - Quarter 3,Untreated,-24.17848,30.95534,7324494.62776395,292293.758726557
prickly pear,2020 - Quarter 3,Untreated,-24.19745,30.93043,7322356.17800906,289793.662289237
prickly pear,2020 - Quarter 4,Removed,-24.21462915,30.8235534,7320288.24185074,278964.447325199
prickly pear,2020 - Quarter 3,Untreated,-24.18262,30.83446,7323851.11316381,280017.495525703
prickly pear,2020 - Quarter 3,Both,-24.19549,30.93335,7322577.668399019,290087.121945679
prickly pear,2020 - Quarter 3,Both,-24.19549,30.93335,7322577.668399019,290087.121945679
prickly pear,2020 - Quarter 2,Dead,-24.2074,30.83296,7321103.87795376,279907.641247498
prickly pear,2020 - Quarter 2,Dead,-24.20740095,30.83296162,7321103.77527611,279907.807465728
