Species,Quarter,NewControl,Latitude,Longitude,Northing,Easting
prickly pear,2020 - Quarter 3,Dead,-24.19596,30.87636,7322438.7883534,284297.6007174
prickly pear,2020 - Quarter 3,Untreated,-24.1971,30.87503,7322310.45877056,284164.388936255
prickly pear,2020 - Quarter 3,Untreated,-24.1971,30.87503,7322310.45877056,284164.388936255
prickly pear,2020 - Quarter 3,Untreated,-24.17268,30.94873,7325127.22127027,291612.668622669
prickly pear,2020 - Quarter 3,Untreated,-24.17268,30.94873,7325127.22127027,291612.668622669
prickly pear,2020 - Quarter 3,Bio,-24.19241,30.892,7322856.07272489,285880.736344499
prickly pear,2020 - Quarter 3,Bio,-24.19241,30.892,7322856.07272489,285880.736344499
prickly pear,2020 - Quarter 2,Both,-24.21376,30.82669,7320389.481284309,279281.597750311
prickly pear,2020 - Quarter 2,Both,-24.21376,30.82669,7320389.481284309,279281.597750311
prickly pear,2020 - Quarter 2,Bio,-24.21399,30.8219,7320356.42152045,278795.372875581
prickly pear,2020 - Quarter 2,Bio,-24.21399143,30.82190102,7320356.26473511,278795.478969583
prickly pear,2020 - Quarter 3,Removed,-24.21167,30.94757,7320806.79521202,291558.215682806
prickly pear,2020 - Quarter 3,Removed,-24.21167,30.94757,7320806.79521202,291558.215682806
prickly pear,2020 - Quarter 3,Chemical,-24.21269,30.82196,7320500.51821819,278799.222140365
prickly pear,2020 - Quarter 3,Untreated,-24.21656,30.93776,7320250.47275516,290569.639026386
prickly pear,2020 - Quarter 3,Untreated,-24.21656,30.93776,7320250.47275516,290569.639026386
prickly pear,2020 - Quarter 3,Removed,-24.19584,30.83583,7322388.89625342,280179.383987873
prickly pear,2020 - Quarter 3,Removed,-24.19584,30.83583,7322388.89625342,280179.383987873
prickly pear,2020 - Quarter 3,Untreated,-24.18761,30.85188,7323325.68726546,281796.12601883
prickly pear,2020 - Quarter 3,Untreated,-24.18761,30.85188,7323325.68726546,281796.12601883
prickly pear,2020 - Quarter 3,Removed,-24.22775,30.91458,7318976.02409448,288233.425463054
prickly pear,2020 - Quarter 3,Removed,-24.19058,30.93507,7323124.10708584,290253.839614027
prickly pear,2020 - Quarter 3,Removed,-24.22775,30.91458,7318976.02409448,288233.425463054
prickly pear,2020 - Quarter 3,Removed,-24.19058,30.93507,7323124.10708584,290253.839614027
prickly pear,2020 - Quarter 3,Removed,-24.21224395,30.82548472,7320555.50821096,279156.536663135
prickly pear,2020 - Quarter 3,Removed,-24.20928471,30.8220842,7320877.92048644,278805.956933446
prickly pear,2020 - Quarter 3,Removed,-24.21110098,30.8231333,7320678.39335735,278915.676340187
prickly pear,2020 - Quarter 3,Removed,-24.17521,30.85665,7324706.6558646,282259.751922452
prickly pear,2020 - Quarter 3,Removed,-24.17521,30.85665,7324706.6558646,282259.751922452
prickly pear,2020 - Quarter 3,Untreated,-24.216,30.94583,7320324.58562158,291388.508737276
prickly pear,2020 - Quarter 3,Untreated,-24.216,30.94583,7320324.58562158,291388.508737276
prickly pear,2020 - Quarter 3,Untreated,-24.21546,30.94592,7320384.53300308,291396.77139004
prickly pear,2020 - Quarter 3,Untreated,-24.21546,30.94592,7320384.53300308,291396.77139004
prickly pear,2020 - Quarter 3,Bio,-24.19537,30.93335,7322590.96018894,290086.925363541
prickly pear,2020 - Quarter 3,Bio,-24.19537,30.93335,7322590.96018894,290086.925363541
prickly pear,2020 - Quarter 3,Untreated,-24.2159,30.94581,7320335.63219077,291386.314094053
prickly pear,2020 - Quarter 3,Untreated,-24.2159,30.94581,7320335.63219077,291386.314094053
prickly pear,2020 - Quarter 3,Untreated,-24.19685,30.93451,7322428.77076547,290207.20584729
prickly pear,2020 - Quarter 3,Untreated,-24.19685,30.93451,7322428.77076547,290207.20584729
prickly pear,2020 - Quarter 3,Untreated,-24.17883,30.95483,7324455.102585699,292242.502814012
prickly pear,2020 - Quarter 3,Untreated,-24.17883,30.95483,7324455.102585699,292242.502814012
prickly pear,2020 - Quarter 3,Chemical,-24.19318,30.93594,7322837.42448126,290346.489160682
prickly pear,2020 - Quarter 3,Chemical,-24.21273,30.82197,7320496.10324606,278800.307174951
prickly pear,2020 - Quarter 3,Chemical,-24.21045386,30.83071589,7320762.06253695,279684.903088718
prickly pear,2020 - Quarter 4,Dead,-24.19339,30.93588,7322814.073838301,290340.736563891
prickly pear,2020 - Quarter 3,Dead,-24.21267185,30.82655673,7320509.805186851,279266.182514539
prickly pear,2020 - Quarter 3,Chemical,-24.21074,30.86184,7320779.1328411605,282847.378178577
prickly pear,2020 - Quarter 3,Chemical,-24.21074,30.86184,7320779.1328411605,282847.378178577
prickly pear,2020 - Quarter 3,Chemical,-24.18812,30.87916,7323311.52591087,284568.910279608
prickly pear,2020 - Quarter 3,Chemical,-24.18812,30.87916,7323311.52591087,284568.910279608
prickly pear,2020 - Quarter 2,Bio,-24.20432,30.8756,7321511.59654178,284234.463531859
prickly pear,2020 - Quarter 2,Bio,-24.20432,30.8756,7321511.59654178,284234.463531859
prickly pear,2020 - Quarter 3,Untreated,-24.21561,30.89458,7320290.233601821,286181.610848459
prickly pear,2020 - Quarter 3,Removed,-24.19233,30.892,7322864.93407087,285880.602678775
prickly pear,2020 - Quarter 3,Removed,-24.21561,30.89458,7320290.233601821,286181.610848459
prickly pear,2020 - Quarter 3,Removed,-24.19233,30.892,7322864.93407087,285880.602678775
prickly pear,2020 - Quarter 2,Removed,-24.2076,30.83071,7321078.17528434,279679.39432561
prickly pear,2020 - Quarter 2,Removed,-24.20760215,30.83071452,7321077.94426154,279679.857238182
prickly pear,2020 - Quarter 3,Removed,-24.21379281,30.82292437,7320379.88733353,278899.099277911
prickly pear,2020 - Quarter 3,Removed,-24.21390277,30.82367433,7320368.894750529,278975.478547648
prickly pear,2020 - Quarter 3,Removed,-24.21334666,30.82628224,7320434.622233419,279239.460147843
prickly pear,2020 - Quarter 2,Dead,-24.21379,30.82292,7320380.19167636,278898.650470591
prickly pear,2020 - Quarter 2,Both,-24.20111,30.91634,7321929.49933231,288368.165866705
prickly pear,2020 - Quarter 2,Both,-24.20111,30.91634,7321929.49933231,288368.165866705
prickly pear,2020 - Quarter 2,Bio,-24.21079,30.83289,7320728.257699579,279906.356536497
prickly pear,2020 - Quarter 2,Bio,-24.21078803,30.83289127,7320728.47791855,279906.482173532
prickly pear,2020 - Quarter 2,Bio,-24.21079,30.83297,7320728.3838241,279914.483997873
prickly pear,2020 - Quarter 2,Bio,-24.21079304,30.83296897,7320728.04545978,279914.384582362
prickly pear,2020 - Quarter 2,Chemical,-24.20124,30.91604,7321914.64515255,288337.901476349
prickly pear,2020 - Quarter 2,Chemical,-24.20124,30.91604,7321914.64515255,288337.901476349
prickly pear,2020 - Quarter 3,Removed,-24.19616,30.89234,7322441.21815445,285921.54716482
prickly pear,2020 - Quarter 3,Removed,-24.19616,30.89234,7322441.21815445,285921.54716482
prickly pear,2020 - Quarter 3,Removed,-24.21361382,30.82638565,7320405.19239347,279250.426403896
prickly pear,2020 - Quarter 3,Removed,-24.21607476,30.82286793,7320127.02530904,278897.306933957
prickly pear,2020 - Quarter 2,Chemical,-24.20116,30.91602,7321923.47610571,288335.737346942
prickly pear,2020 - Quarter 2,Chemical,-24.20116,30.91602,7321923.47610571,288335.737346942
prickly pear,2020 - Quarter 2,Bio,-24.21377,30.82147,7320380.109519621,278751.308425868
prickly pear,2020 - Quarter 3,Bio,-24.21376933,30.82147257,7320380.18780944,278751.568357861
prickly pear,2020 - Quarter 2,Both,-24.20101,30.92799,7321958.17978374,289551.60711004
prickly pear,2020 - Quarter 2,Both,-24.20167,30.93087,7321889.41142955,289845.288668365
prickly pear,2020 - Quarter 2,Both,-24.20101,30.92799,7321958.17978374,289551.60711004
prickly pear,2020 - Quarter 2,Both,-24.20032,30.91596,7322016.42844124,288328.253549307
prickly pear,2020 - Quarter 2,Both,-24.20032,30.91596,7322016.42844124,288328.253549307
prickly pear,2020 - Quarter 2,Both,-24.20104,30.91613,7321936.93470659,288346.71477906
prickly pear,2020 - Quarter 2,Both,-24.20091,30.91601,7321951.15239985,288334.308295649
prickly pear,2020 - Quarter 2,Both,-24.20103,30.91595,7321937.76956999,288328.410730673
prickly pear,2020 - Quarter 2,Both,-24.20095,30.9162,7321947.00970803,288353.677899373
prickly pear,2020 - Quarter 2,Both,-24.20104,30.91613,7321936.93470659,288346.71477906
prickly pear,2020 - Quarter 2,Both,-24.20091,30.91601,7321951.15239985,288334.308295649
prickly pear,2020 - Quarter 2,Both,-24.20103,30.91595,7321937.76956999,288328.410730673
prickly pear,2020 - Quarter 2,Both,-24.20095,30.9162,7321947.00970803,288353.677899373
prickly pear,2020 - Quarter 2,Both,-24.20167,30.93087,7321889.41142955,289845.288668365
prickly pear,2020 - Quarter 2,Both,-24.20167,30.93087,7321889.41142955,289845.288668365
prickly pear,2020 - Quarter 2,Bio,-24.21056,30.83322,7320754.25500731,279939.487006218
prickly pear,2020 - Quarter 3,Bio,-24.21392785,30.82301053,7320365.06536955,278908.085607902
prickly pear,2020 - Quarter 2,Bio,-24.21055634,30.83321508,7320754.65266952,279938.980875991
prickly pear,2020 - Quarter 3,Bio,-24.20003,30.92097,7322056.134215309,288836.780650838
prickly pear,2020 - Quarter 3,Bio,-24.17254,30.94886,7325142.92196281,291625.651604509
prickly pear,2020 - Quarter 3,Bio,-24.16694,30.94596,7325758.87546696,291321.848914531
prickly pear,2020 - Quarter 3,Bio,-24.20003,30.92097,7322056.134215309,288836.780650838
prickly pear,2020 - Quarter 3,Bio,-24.17254,30.94886,7325142.92196281,291625.651604509
prickly pear,2020 - Quarter 3,Bio,-24.16694,30.94596,7325758.87546696,291321.848914531
prickly pear,2020 - Quarter 2,Bio,-24.21393,30.82301,7320364.826373641,278908.03547773
prickly pear,2020 - Quarter 2,Bio,-24.21164,30.83417,7320636.120761579,280037.856188771
prickly pear,2020 - Quarter 2,Bio,-24.21075,30.83285,7320732.62543183,279902.22404471
prickly pear,2020 - Quarter 2,Bio,-24.21078,30.83281,7320729.23926947,279898.211884259
prickly pear,2020 - Quarter 2,Bio,-24.21163693,30.8341679,7320636.45751606,280037.637570076
prickly pear,2020 - Quarter 2,Bio,-24.21075294,30.83285367,7320732.30555447,279902.601946051
prickly pear,2020 - Quarter 2,Bio,-24.20484,30.87572,7321454.1827214,284247.531079278
prickly pear,2020 - Quarter 3,Bio,-24.20046,30.92082,7322008.27823215,288822.249788565
prickly pear,2020 - Quarter 3,Bio,-24.20723,30.92768,7321268.75252837,289530.33304947
prickly pear,2020 - Quarter 3,Bio,-24.19738,30.87418,7322278.13010805,284078.498868406
prickly pear,2020 - Quarter 3,Bio,-24.20046,30.92082,7322008.27823215,288822.249788565
prickly pear,2020 - Quarter 2,Bio,-24.21079,30.83297,7320728.3838241,279914.483997873
prickly pear,2020 - Quarter 2,Bio,-24.21489,30.82264,7320257.9006313505,278872.105012957
prickly pear,2020 - Quarter 2,Bio,-24.21383,30.82117,7320372.9877389,278720.934710453
prickly pear,2020 - Quarter 2,Bio,-24.21058,30.83314,7320751.91350046,279931.393906734
prickly pear,2020 - Quarter 2,Bio,-24.21057533,30.83314408,7320752.43722752,279931.800381212
prickly pear,2020 - Quarter 3,Bio,-24.21382972,30.82116767,7320373.01506095,278720.697518555
prickly pear,2020 - Quarter 3,Bio,-24.21488714,30.8226423,7320258.22107865,278872.333730634
prickly pear,2020 - Quarter 2,Bio,-24.20484,30.87572,7321454.1827214,284247.531079278
prickly pear,2020 - Quarter 3,Bio,-24.21157,30.94122,7320808.376140269,290912.970482361
prickly pear,2020 - Quarter 3,Bio,-24.21157,30.94122,7320808.376140269,290912.970482361
prickly pear,2020 - Quarter 3,Bio,-24.20723,30.92768,7321268.75252837,289530.33304947
prickly pear,2020 - Quarter 3,Bio,-24.19738,30.87418,7322278.13010805,284078.498868406
prickly pear,2020 - Quarter 2,Bio,-24.19814,30.88192,7322205.8899459,284866.173903178
prickly pear,2020 - Quarter 2,Bio,-24.19814,30.88192,7322205.8899459,284866.173903178
prickly pear,2020 - Quarter 3,Bio,-24.21398503,30.82362314,7320359.70171953,278970.420121356
prickly pear,2020 - Quarter 2,Bio,-24.21078051,30.83280604,7320729.17653331,279897.810451589
prickly pear,2020 - Quarter 3,Removed,-24.18694,30.85282,7323401.36985753,281890.500114271
prickly pear,2020 - Quarter 3,Removed,-24.18694,30.85282,7323401.36985753,281890.500114271
prickly pear,2020 - Quarter 3,Bio,-24.162,30.94518,7326304.8854028,291234.546328586
prickly pear,2020 - Quarter 3,Bio,-24.162,30.94518,7326304.8854028,291234.546328586
prickly pear,2020 - Quarter 3,Both,-24.19224,30.89198,7322874.87243242,285878.420197504
prickly pear,2020 - Quarter 3,Untreated,-24.19224,30.89198,7322874.87243242,285878.420197504
prickly pear,2020 - Quarter 3,Untreated,-24.22192,30.90501,7319607.23430357,287251.646377958
prickly pear,2020 - Quarter 3,Removed,-24.22192,30.90501,7319607.23430357,287251.646377958
prickly pear,2020 - Quarter 2,Removed,-24.2109246,30.83398226,7320715.06968418,280017.554034162
prickly pear,2020 - Quarter 2,Removed,-24.21092,30.83398,7320715.5756642,280017.316530297
prickly pear,2020 - Quarter 2,Removed,-24.21382,30.82244,7320376.10815861,278849.938450929
prickly pear,2020 - Quarter 3,Removed,-24.19613,30.89231,7322444.49518304,285918.448972267
prickly pear,2020 - Quarter 3,Removed,-24.19607,30.87655,7322426.89729981,284317.090475928
prickly pear,2020 - Quarter 3,Removed,-24.19613,30.89231,7322444.49518304,285918.448972267
prickly pear,2020 - Quarter 3,Removed,-24.19607,30.87655,7322426.89729981,284317.090475928
prickly pear,2020 - Quarter 2,Removed,-24.20922,30.8267,7320892.39388041,279274.786880002
prickly pear,2020 - Quarter 2,Removed,-24.20922002,30.82669821,7320892.38883497,279274.605059796
prickly pear,2020 - Quarter 3,Removed,-24.21511315,30.82641792,7320239.16224369,279256.290167145
prickly pear,2020 - Quarter 4,Bio,-24.19765,30.93021,7322333.69390113,289771.638540485
prickly pear,2020 - Quarter 3,Chemical,-24.18845,30.92007,7323337.43796855,288726.251072471
prickly pear,2020 - Quarter 3,Chemical,-24.1889,30.87316,7323215.86335272,283960.568854801
prickly pear,2020 - Quarter 3,Chemical,-24.18845,30.92007,7323337.43796855,288726.251072471
prickly pear,2020 - Quarter 3,Chemical,-24.1889,30.87316,7323215.86335272,283960.568854801
prickly pear,2020 - Quarter 3,Untreated,-24.22077,30.88586,7319705.28814251,285304.428345525
prickly pear,2020 - Quarter 3,Untreated,-24.22077,30.88586,7319705.28814251,285304.428345525
prickly pear,2020 - Quarter 3,Untreated,-24.20763,30.9358,7321236.6620861,290355.913011945
prickly pear,2020 - Quarter 3,Untreated,-24.20763,30.9358,7321236.6620861,290355.913011945
prickly pear,2020 - Quarter 3,Chemical,-24.193,30.89218,7322790.99616238,285900.011003133
prickly pear,2020 - Quarter 3,Chemical,-24.193,30.89218,7322790.99616238,285900.011003133
prickly pear,2020 - Quarter 3,Removed,-24.21438147,30.82272671,7320314.36809693,278880.035523254
prickly pear,2020 - Quarter 3,Removed,-24.21390112,30.82447908,7320370.35157172,279057.231210645
prickly pear,2020 - Quarter 2,Bio,-24.19542,30.90827,7322547.50632359,287538.838688357
prickly pear,2020 - Quarter 2,Bio,-24.19542,30.90827,7322547.50632359,287538.838688357
prickly pear,2020 - Quarter 2,Both,-24.20109,30.91565,7321930.66891103,288298.030673371
prickly pear,2020 - Quarter 2,Removed,-24.20109,30.91565,7321930.66891103,288298.030673371
prickly pear,2020 - Quarter 2,Bio,-24.21248,30.86082,7320584.80857672,282746.706817778
prickly pear,2020 - Quarter 3,Bio,-24.18771,30.87849,7323355.90739649,284500.142773886
prickly pear,2020 - Quarter 3,Bio,-24.18771,30.87849,7323355.90739649,284500.142773886
prickly pear,2020 - Quarter 3,Bio,-24.21663,30.93767,7320242.584165259,290560.610984521
prickly pear,2020 - Quarter 3,Bio,-24.21663,30.93767,7320242.584165259,290560.610984521
prickly pear,2020 - Quarter 3,Bio,-24.19617,30.89241,7322440.21776336,285928.676030576
prickly pear,2020 - Quarter 3,Bio,-24.19285,30.89222,7322807.67248605,285903.824591841
prickly pear,2020 - Quarter 3,Bio,-24.19285,30.89222,7322807.67248605,285903.824591841
prickly pear,2020 - Quarter 3,Bio,-24.19285,30.89222,7322807.67248605,285903.824591841
prickly pear,2020 - Quarter 3,Removed,-24.21266693,30.82689871,7320510.89090476,279300.916482256
prickly pear,2020 - Quarter 2,Both,-24.20164,30.92806,7321888.50315969,289559.753831063
prickly pear,2020 - Quarter 2,Both,-24.20164,30.92806,7321888.50315969,289559.753831063
prickly pear,2020 - Quarter 3,Removed,-24.2093779,30.82221929,7320867.81182034,278819.842369187
prickly pear,2020 - Quarter 3,Removed,-24.2093779,30.82221929,7320867.81182034,278819.842369187
prickly pear,2020 - Quarter 3,Removed,-24.20932902,30.82225159,7320873.27745023,278823.039450485
prickly pear,2020 - Quarter 2,Bio,-24.20678,30.83137,7321170.04796427,279745.037242799
prickly pear,2020 - Quarter 3,Both,-24.22762,30.91354,7318988.84475393,288127.570916088
prickly pear,2020 - Quarter 3,Both,-24.22762,30.91354,7318988.84475393,288127.570916088
prickly pear,2020 - Quarter 2,Dead,-24.21405567,30.82909479,7320360.53034775,279526.412298886
prickly pear,2020 - Quarter 3,Dead,-24.19474,30.89336,7322600.06984126,286022.810133089
prickly pear,2020 - Quarter 2,Both,-24.21637,30.83357,7320111.23353059,279985.029963326
prickly pear,2020 - Quarter 2,Both,-24.21636896,30.8335729,7320111.35330278,279985.322783277
prickly pear,2020 - Quarter 2,Bio,-24.2136,30.83322,7320417.51449611,279944.712214103
prickly pear,2020 - Quarter 3,Removed,-24.22758,30.91474,7318995.09719335,288249.396297531
prickly pear,2020 - Quarter 2,Removed,-24.2108,30.83299,7320727.30765551,279916.533052325
prickly pear,2020 - Quarter 2,Removed,-24.21057,30.83329,7320753.25765008,279946.615733312
prickly pear,2020 - Quarter 2,Removed,-24.21057234,30.83328908,7320752.99699837,279946.52628903
prickly pear,2020 - Quarter 2,Bio,-24.2134,30.82174,7320421.52253809,278778.098729656
prickly pear,2020 - Quarter 2,Bio,-24.21339676,30.82173758,7320421.87759914,278777.847278925
prickly pear,2020 - Quarter 2,Bio,-24.2136,30.83322,7320417.51449611,279944.712214103
prickly pear,2020 - Quarter 2,Removed,-24.21088,30.83261,7320717.84693426,279878.065149212
prickly pear,2020 - Quarter 2,Removed,-24.21088327,30.83261052,7320717.48553655,279878.123599539
prickly pear,2020 - Quarter 3,Untreated,-24.21484688,30.82262983,7320262.66094156,278870.997351394
prickly pear,2020 - Quarter 2,Removed,-24.2108,30.83299,7320727.30765551,279916.533052325
prickly pear,2020 - Quarter 2,Both,-24.21403,30.82154,7320351.42014183,278758.869162958
prickly pear,2020 - Quarter 3,Both,-24.21403009,30.82154256,7320351.41423013,278759.129391981
prickly pear,2020 - Quarter 2,Both,-24.21023,30.82871,7320783.6924626,279480.731793675
prickly pear,2020 - Quarter 2,Both,-24.21023,30.82871,7320783.6924626,279480.731793675
prickly pear,2020 - Quarter 2,Bio,-24.21861,30.84425,7319879.903972,281073.827156365
prickly pear,2020 - Quarter 2,Bio,-24.21861086,30.8442485,7319879.80635724,281073.676247566
prickly pear,2020 - Quarter 2,Bio,-24.21382,30.82707,7320383.435893251,279320.305827268
prickly pear,2020 - Quarter 2,Bio,-24.21382,30.82707,7320383.435893251,279320.305827268
prickly pear,2020 - Quarter 2,Both,-24.21381921,30.82706698,7320383.51862718,279319.997660257
prickly pear,2020 - Quarter 2,Both,-24.21393,30.82607,7320369.6698218,279218.904391273
prickly pear,2020 - Quarter 2,Both,-24.21393,30.82607,7320369.6698218,279218.904391273
prickly pear,2020 - Quarter 2,Dead,-24.19559,30.92555,7322554.84899382,289294.797093303
prickly pear,2020 - Quarter 2,Dead,-24.19559,30.92555,7322554.84899382,289294.797093303
prickly pear,2020 - Quarter 2,Bio,-24.21193,30.83378,7320603.38292192,279998.733418819
prickly pear,2020 - Quarter 2,Bio,-24.21193,30.83378,7320603.38292192,279998.733418819
prickly pear,2020 - Quarter 2,Bio,-24.21193,30.83382,7320603.44596105,280002.797111707
prickly pear,2020 - Quarter 2,Bio,-24.21193,30.83382,7320603.44596105,280002.797111707
prickly pear,2020 - Quarter 2,Bio,-24.21193,30.83389,7320603.55627671,280009.908574088
prickly pear,2020 - Quarter 2,Bio,-24.21864,30.84424,7319876.56520161,281072.862605776
prickly pear,2020 - Quarter 2,Bio,-24.21861,30.84425,7319879.903972,281073.827156365
prickly pear,2020 - Quarter 2,Bio,-24.21864061,30.84424404,7319876.503969769,281073.274058726
prickly pear,2020 - Quarter 2,Bio,-24.21057,30.82631,7320742.23743537,279237.492527766
prickly pear,2020 - Quarter 2,Bio,-24.20747,30.83306,7321096.28169717,279917.921147692
prickly pear,2020 - Quarter 2,Bio,-24.21057323,30.82630935,7320741.87861966,279237.432061033
prickly pear,2020 - Quarter 2,Bio,-24.20747442,30.83305945,7321095.79122745,279917.872866326
prickly pear,2020 - Quarter 2,Bio,-24.21195292,30.8338416,7320600.94115621,280005.030889618
prickly pear,2020 - Quarter 2,Bio,-24.21192579,30.83382374,7320603.91819632,280003.169832826
prickly pear,2020 - Quarter 2,Bio,-24.21192675,30.8338851,7320603.90855681,280009.40518732
prickly pear,2020 - Quarter 3,Removed,-24.20815,30.89076,7321110.69939014,285781.068132014
prickly pear,2020 - Quarter 3,Removed,-24.19481,30.89337,7322592.33148343,286023.943058862
prickly pear,2020 - Quarter 3,Removed,-24.19481,30.89337,7322592.33148343,286023.943058862
prickly pear,2020 - Quarter 4,Removed,-24.20188,30.95816,7321906.94441005,292618.173671744
prickly pear,2020 - Quarter 3,Removed,-24.20815,30.89076,7321110.69939014,285781.068132014
prickly pear,2020 - Quarter 2,Chemical,-24.20083,30.91601,7321960.01366356,288334.176111334
prickly pear,2020 - Quarter 2,Chemical,-24.20083,30.91601,7321960.01366356,288334.176111334
prickly pear,2020 - Quarter 2,Both,-24.19559,30.92555,7322554.84899382,289294.797093303
prickly pear,2020 - Quarter 3,Bio,-24.17523,30.85667,7324704.47164929,282261.818286587
prickly pear,2020 - Quarter 3,Bio,-24.17523,30.85667,7324704.47164929,282261.818286587
prickly pear,2020 - Quarter 3,Removed,-24.21287692,30.82244835,7320480.586782311,278849.157600898
prickly pear,2020 - Quarter 3,Chemical,-24.21172,30.82518,7320613.06419063,279124.675491393
prickly pear,2020 - Quarter 3,Chemical,-24.21277,30.82199,7320491.7041202,278802.408130856
prickly pear,2020 - Quarter 3,Chemical,-24.21237,30.82262,7320537.01046336,278865.720288004
prickly pear,2020 - Quarter 3,Chemical,-24.21269,30.82196,7320500.51821819,278799.222140365
prickly pear,2020 - Quarter 2,Dead,-24.20936,30.82792,7320878.81436519,279398.973693991
prickly pear,2020 - Quarter 3,Dead,-24.20935894,30.82792274,7320878.93611111,279399.250237056
prickly pear,2020 - Quarter 2,Removed,-24.20122,30.91559,7321916.17840442,288292.149678342
prickly pear,2020 - Quarter 2,Removed,-24.20122,30.91559,7321916.17840442,288292.149678342
prickly pear,2020 - Quarter 2,Removed,-24.2135965,30.83322377,7320417.90813418,279945.089196042
prickly pear,2020 - Quarter 3,Removed,-24.1794,30.86964,7324262.71028714,283586.869019126
prickly pear,2020 - Quarter 3,Removed,-24.1794,30.86964,7324262.71028714,283586.869019126
prickly pear,2020 - Quarter 3,Removed,-24.18826,30.91983,7323358.12050507,288701.552138655
prickly pear,2020 - Quarter 3,Removed,-24.18826,30.91983,7323358.12050507,288701.552138655
prickly pear,2020 - Quarter 3,Removed,-24.18826,30.91983,7323358.12050507,288701.552138655
prickly pear,2020 - Quarter 4,Removed,-24.17577,30.94938,7324785.92941521,291683.739130154
prickly pear,2020 - Quarter 3,Removed,-24.18826,30.91983,7323358.12050507,288701.552138655
prickly pear,2020 - Quarter 3,Removed,-24.18826,30.91983,7323358.12050507,288701.552138655
prickly pear,2020 - Quarter 2,Chemical,-24.20088,30.91611,7321954.6269241,288344.418475085
prickly pear,2020 - Quarter 2,Chemical,-24.20088,30.91611,7321954.6269241,288344.418475085
prickly pear,2020 - Quarter 2,Chemical,-24.20127,30.91605,7321911.33733388,288338.967017263
prickly pear,2020 - Quarter 2,Chemical,-24.20127,30.91605,7321911.33733388,288338.967017263
prickly pear,2020 - Quarter 2,Removed,-24.20148,30.91609,7321888.13713667,288343.377881604
prickly pear,2020 - Quarter 2,Removed,-24.20148,30.91609,7321888.13713667,288343.377881604
prickly pear,2020 - Quarter 3,Removed,-24.21537,30.82283,7320205.03181045,278892.236296612
prickly pear,2020 - Quarter 2,Removed,-24.21057,30.83321,7320753.13154507,279938.488259095
prickly pear,2020 - Quarter 2,Removed,-24.21056734,30.83320908,7320753.42474273,279938.390221329
prickly pear,2020 - Quarter 2,Untreated,-24.21485,30.82263,7320262.31560706,278871.020011334
prickly pear,2020 - Quarter 3,Removed,-24.19238,30.892,7322859.39572964,285880.686219804
prickly pear,2020 - Quarter 3,Removed,-24.19238,30.892,7322859.39572964,285880.686219804
prickly pear,2020 - Quarter 2,Bio,-24.21192,30.83387,7320604.63245703,280007.859544802
prickly pear,2020 - Quarter 2,Bio,-24.21347,30.82395,7320417.26933097,279002.737106185
prickly pear,2020 - Quarter 2,Bio,-24.21346848,30.82394645,7320417.43208146,279002.373832267
prickly pear,2020 - Quarter 2,Bio,-24.21694,30.83832,7320055.57429227,280468.553864545
prickly pear,2020 - Quarter 2,Bio,-24.21693992,30.83832137,7320055.585308751,280468.692903086
prickly pear,2020 - Quarter 2,Bio,-24.20503,30.87623,7321433.92474954,284299.665074566
prickly pear,2020 - Quarter 2,Bio,-24.20503,30.87623,7321433.92474954,284299.665074566
prickly pear,2020 - Quarter 2,Bio,-24.211921,30.83386593,7320604.51527313,280007.447782325
prickly pear,2020 - Quarter 2,Removed,-24.21345,30.82205,7320416.47528044,278809.678542436
prickly pear,2020 - Quarter 3,Removed,-24.21344821,30.8220523,7320416.6772042,278809.909110474
prickly pear,2020 - Quarter 2,Removed,-24.2108,30.83299,7320727.30765551,279916.533052325
prickly pear,2020 - Quarter 3,Untreated,-24.22192,30.90503,7319607.26479438,287253.67800285
prickly pear,2020 - Quarter 3,Removed,-24.22192,30.90503,7319607.26479438,287253.67800285
prickly pear,2020 - Quarter 2,Removed,-24.21080306,30.83299153,7320726.97111168,279916.693749886
prickly pear,2020 - Quarter 2,Removed,-24.22582,30.86652,7319116.01752201,283348.35519388
prickly pear,2020 - Quarter 2,Removed,-24.22582,30.86652,7319116.01752201,283348.35519388
prickly pear,2020 - Quarter 2,Removed,-24.17597,30.89816,7324686.5000027,286479.244731549
prickly pear,2020 - Quarter 3,Removed,-24.21163,30.94099,7320801.38577081,290889.703249337
prickly pear,2020 - Quarter 2,Removed,-24.17597,30.89816,7324686.5000027,286479.244731549
prickly pear,2020 - Quarter 3,Removed,-24.21163,30.94099,7320801.38577081,290889.703249337
prickly pear,2020 - Quarter 2,Removed,-24.21092,30.83418,7320715.89080914,280037.635152769
prickly pear,2020 - Quarter 2,Removed,-24.21495,30.82266,7320251.28608892,278874.240466502
prickly pear,2020 - Quarter 2,Removed,-24.21091827,30.83417739,7320716.07832852,280037.367022652
prickly pear,2020 - Quarter 3,Removed,-24.21489673,30.82259628,7320257.08588168,278867.675103285
prickly pear,2020 - Quarter 2,Removed,-24.21080306,30.83299153,7320726.97111168,279916.693749886
prickly pear,2020 - Quarter 3,Removed,-24.21494775,30.82266098,7320251.53687501,278874.336138457
prickly pear,2020 - Quarter 2,Removed,-24.21080306,30.83299153,7320726.97111168,279916.693749886
prickly pear,2020 - Quarter 2,Chemical,-24.20156,30.91592,7321879.01822475,288326.238582973
