Title,Date Creat,Latitude,Longitude,Northing,Easting,Descriptio,Biocontrol,Chemical c,Density,Detection,Detectio_1,Notes,Number of,Quarter,Species,Status,timestamp,X,Y,NewQuarter,NewControl
Pp Extra large Car Bugs 13c Fruiting. Update 17 Nov Bugs Have Spread,NA,-24.21614,30.93698,7320295.82350743,290489.716030315,NA,cochineal bug,NA,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-09-03T08:51:05Z,30.93698,-24.21614,2020 - Quarter 3,Bio
Pp Foot  Med 4c Nursery,NA,-24.21188149,30.82589092,7320596.30057118,279197.178397075,NA,-,-,Med,Foot,Secondary,nursery,NA,2020 - Quarter 3,prickly pear,NA,2020-08-17T13:29:02Z,30.82589092,-24.21188149,2020 - Quarter 3,Removed
Pp Foot Large 6c Spray,NA,-24.21261809,30.82436063,7320512.28576223,279042.983304259,NA,-,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-08-10T09:27:07Z,30.82436063,-24.21261809,2020 - Quarter 3,Chemical
Pp Foot med 5c Nursery,NA,-24.21261397,30.82441525,7320512.82859255,279048.525159592,NA,-,-,Med,Foot,Secondary,nursery,NA,2020 - Quarter 3,prickly pear,NA,2020-08-10T09:26:32Z,30.82441525,-24.21261397,2020 - Quarter 3,Removed
Pp Foot Med Spray 4c,NA,-24.21311,30.82169,7320453.566735581,278772.518007011,NA,-,msma,Med,Foot,Secondary,NA,4c,2020 - Quarter 3,prickly pear,NA,2020-08-10T13:52:05Z,30.82169,-24.21311,2020 - Quarter 3,Chemical
"Pp Foot pels, lrg 8 clds, untreated+liana",NA,-24.1755,30.91033,7324757.09399999,287715.155090362,NA,-,-,High,walk - pels,Tertiary,untreated,NA,2020 - Quarter 3,prickly pear,NA,NA,30.91033,-24.1755,NA,Untreated
Pp Foot POI Untreated Large,NA,-24.19787,30.93042,7322309.64162631,289793.335367828,NA,-,NA,High,Walk - poo,Tertiary,untreated,NA,2020 - Quarter 3,prickly pear,NA,NA,30.93042,-24.19787,NA,Untreated
Pp Foot Poo 7c Untreated,NA,-24.1967,30.93086,7322439.89882755,289836.119910015,NA,-,-,High,Walk - poo,Tertiary,untreated,NA,2020 - Quarter 3,prickly pear,NA,NA,30.93086,-24.1967,NA,Untreated
Pp Foot Poo 7c Untreated,NA,-24.1967,30.93086,7322439.89882755,289836.119910015,NA,-,-,High,walk - poo,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,untreated,2020-08-27T11:29:32Z,30.93086,-24.1967,2020 - Quarter 3,Untreated
Pp Foot Poo Med 4c Nursery,NA,-24.19656,30.93076,7322455.25547854,289825.730248325,NA,-,-,Med,Walk - poo,Tertiary,removed to nursery,NA,2020 - Quarter 3,prickly pear,NA,NA,30.93076,-24.19656,NA,Removed
Pp Foot Poo Med 4c Nursery,NA,-24.19656,30.93076,7322455.25547854,289825.730248325,NA,-,-,Med,walk - poo,Tertiary,nursery,NA,2020 - Quarter 3,prickly pear,NA,2020-08-27T11:28:08Z,30.93076,-24.19656,2020 - Quarter 3,Removed
Pp high Car Bugs 7c,NA,-24.21109,30.89942,7320798.304876511,286665.758398106,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.89942,-24.21109,NA,Bio
Pp Large  8c Car. Wait For Bugs To Spread from infected plant,NA,-24.20478,30.83478,7321396.96249436,280088.046813796,NA,-,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,See if bugs spread from infected plant nearby,2020-08-22T09:48:26Z,30.83478,-24.20478,2020 - Quarter 3,Untreated
Pp Large 10c Bugs Foot,NA,-24.19066,30.87424,7323022.58175936,284073.271574871,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 4,prickly pear,NA,2020-12-09T10:10:27Z,30.87424,-24.19066,2020 - Quarter 4,Bio
PP Large 6c Bugs Walk,NA,-24.21382205,30.8224352,7320375.873474281,278849.454353933,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-01T11:55:27Z,30.8224352,-24.21382205,2020 - Quarter 3,Bio
pp large 6c walk nursery,NA,-24.1794,30.86964,7324262.71028714,283586.869019126,NA,-,-,High,Foot,Secondary,nursery,NA,2020 - Quarter 3,prickly pear,NA,2020-07-30T11:49:44Z,30.86964,-24.1794,2020 - Quarter 3,Removed
Pp Large 7c Spray. Walk For Marula Revisit Every Month. 24th July Plant Is Dying. Update 26th August Nursery,NA,-24.1954,30.83606,7322437.996795111,280201.998337217,NA,-,-,High,walk - marula,Tertiary,nursery,NA,2020 - Quarter 3,prickly pear,NA,NA,30.83606,-24.1954,NA,Removed
Pp Large 7c Spray. Walk For Marula Revisit Every Month. 24th July Plant Is Dying. Update 26th August Nursery,NA,-24.1954,30.83606,7322437.996795111,280201.998337217,NA,-,msma,High,walk - marula,Tertiary,nursery,NA,2020 - Quarter 3,prickly pear,NA,2020-07-24T09:10:42Z,30.83606,-24.1954,2020 - Quarter 3,Removed
Pp Large 8c Walk. Pushed Over With Tree. Nursery,NA,-24.2132,30.89321,7320555.08285692,286038.409191177,NA,-,-,High,Foot,Secondary,nursery,NA,2020 - Quarter 3,prickly pear,NA,NA,30.89321,-24.2132,NA,Removed
Pp Large 8c Walk. Pushed Over With Tree. Nursery,NA,-24.2132,30.89321,7320555.08285692,286038.409191177,NA,-,-,High,Foot,Secondary,nursery,NA,2020 - Quarter 3,prickly pear,NA,2020-07-03T15:10:49Z,30.89321,-24.2132,2020 - Quarter 3,Removed
Pp Large Already Bugs Car 10c,NA,-24.21561,30.83962,7320204.942110039,280598.338770389,NA,cochineal bug,-,High,Car,Primary,already infected with bugs,10 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.83962,-24.21561,NA,Bio
Pp Large Already Bugs Car 10c Source Of Bugs,NA,-24.21560699,30.8396169,7320205.27065371,280598.018685015,NA,cochineal bug,-,High,Foot,Secondary,already infected with bugs,NA,2020 - Quarter 2,prickly pear,NA,2020-06-16T11:27:11Z,30.8396169,-24.21560699,2020 - Quarter 2,Bio
Pp Large Already Infected With Bugs 8c Car. Wait For Bugs To Spread To Other One,NA,-24.20478,30.83478,7321396.96249436,280088.046813796,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,bugs have taken,2020-08-22T09:48:26Z,30.83478,-24.20478,2020 - Quarter 3,Bio
Pp Large And Dense Walk Bugs. 7c,NA,-24.19593,30.87654,7322442.38932434,284315.83877864,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.87654,-24.19593,NA,Bio
Pp Large And Dense Walk Bugs. 7c,NA,-24.19593,30.87654,7322442.38932434,284315.83877864,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-30T10:07:08Z,30.87654,-24.19593,2020 - Quarter 3,Bio
Pp Large And Dense. Most Of Plant Dead (Spray?) But Rejuvenated Even More. Walk For Marula Revisit Every Month. Bugs,NA,-24.18694,30.85278,7323401.30742079,281886.435661242,NA,cochineal bug,-,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.85278,-24.18694,NA,Bio
Pp Large And Dense. Most Of Plant Dead (Spray?) But Rejuvenated Even More. Walk For Marula Revisit Every Month. Bugs,NA,-24.18694,30.85278,7323401.30742079,281886.435661242,NA,cochineal bug,msma,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-22T14:19:22Z,30.85278,-24.18694,2020 - Quarter 3,Both
Pp Large And Dense. Previously Sprayed. Half Plant Died. Spray Again.,NA,-24.21289,30.8924,7320588.17889187,285955.604066028,NA,-,msma,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.8924,-24.21289,NA,Chemical
Pp Large And Dense. Previously Sprayed. Half Plant Died. Spray Again.,NA,-24.21289,30.8924,7320588.17889187,285955.604066028,NA,-,msma,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,needs biological control,2020-07-03T15:30:17Z,30.8924,-24.21289,2020 - Quarter 3,Chemical
Pp Large And Sense 8c. Bugs. Update 4th November 2020 Bugs Have Taken,NA,-24.22924,30.94976,7318863.93148316,291809.274145643,NA,cochineal bug,-,High,Car,Primary,bugs have taken,NA,2020 - Quarter 3,prickly pear,NA,2020-07-23T10:30:33Z,30.94976,-24.22924,2020 - Quarter 3,Bio
Pp Large And Sense 9c. Walk For Marula Revisit Every Month. Bugs,NA,-24.18676,30.85211,7323420.19979301,281818.049678706,NA,cochineal bug,-,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.85211,-24.18676,NA,Bio
Pp Large And Sense 9c. Walk For Marula Revisit Every Month. Bugs,NA,-24.18676,30.85211,7323420.19979301,281818.049678706,NA,cochineal bug,NA,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-22T14:15:34Z,30.85211,-24.18676,2020 - Quarter 3,Bio
Pp large bugs 7c walk for marula update 10 August bugs have spread,NA,-24.1619,30.9452,7326315.99164652,291236.416205444,NA,cochineal bug,-,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.9452,-24.1619,NA,Bio
Pp Large Bugs 7c. Walk For Marula. Revisit Once A Month. Update August 10. Bugs Have Spread,NA,-24.1619,30.9452,7326315.99164652,291236.416205444,NA,cochineal bug,-,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.9452,-24.1619,NA,Bio
Pp Large Bugs 7c. Walk For Marula. Revisit Once A Month. Update August 10. Bugs Have Spread,NA,-24.1619,30.9452,7326315.99164652,291236.416205444,NA,cochineal bug,-,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,bugs have taken,2020-07-23T14:35:25Z,30.9452,-24.1619,2020 - Quarter 3,Bio
Pp Large Bugs 7c. Walk For Marula. Revisit Once A Month. Update August 10. Bugs Have Spread on second plant,NA,-24.1619,30.9452,7326315.99164652,291236.416205444,NA,cochineal bug,-,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,bugs have taken,2020-07-23T14:35:25Z,30.9452,-24.1619,2020 - Quarter 3,Bio
Pp Large Bugs Walk,NA,-24.21386,30.82372,7320373.70471589,278980.044376131,NA,cochineal bug,-,High,Foot,Secondary,needs chemical control,-,2020 - Quarter 2,prickly pear,Treated,NA,30.82372,-24.21386,NA,Bio
Pp Large Bugs Walk,NA,-24.21363,30.82419,7320399.92602762,279027.395249644,NA,cochineal bug,-,High,Foot,Secondary,needs chemical control,-,2020 - Quarter 2,prickly pear,Treated,NA,30.82419,-24.21363,NA,Bio
Pp Large Bugs Walk,NA,-24.21386464,30.82372323,7320373.19585572,278980.380526733,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,NA,2020-06-09T14:52:08Z,30.82372323,-24.21386464,2020 - Quarter 2,Bio
Pp Large Bugs Walk,NA,-24.21362881,30.82418839,7320400.05529562,279027.229633426,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,NA,2020-06-09T14:58:00Z,30.82418839,-24.21362881,2020 - Quarter 2,Bio
Pp Large Car 10c. Untreated. Evidence Of Moth. Needs Bio Control,NA,-24.1928,30.8849,7322801.97350113,285159.991750529,NA,-,-,High,Car,Primary,untreated,NA,2020 - Quarter 3,prickly pear,NA,NA,30.8849,-24.1928,NA,Untreated
Pp Large Car 10c. Untreated. Evidence Of Moth. Needs Bio Control,NA,-24.1928,30.8849,7322801.97350113,285159.991750529,NA,-,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,untreated,2020-07-30T15:08:22Z,30.8849,-24.1928,2020 - Quarter 3,Untreated
Pp Large Car 6c Bugs,NA,-24.20912,30.94146,7321080.10914233,290933.351483659,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.94146,-24.20912,NA,Bio
Pp Large Car 6c Bugs,NA,-24.20912,30.94146,7321080.10914233,290933.351483659,NA,cochineal bug,NA,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-01T13:37:41Z,30.94146,-24.20912,2020 - Quarter 3,Bio
Pp Large Car 6c Bugs,NA,-24.20913,30.82876,7320905.6185445,279483.917066235,NA,cochineal bug,-,High,Car,Primary,needs chemical control,6 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.82876,-24.20913,NA,Bio
Pp Large Car 6c Bugs,NA,-24.2091332,30.8287612,7320905.265975639,279484.044490889,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-01T10:46:48Z,30.8287612,-24.2091332,2020 - Quarter 3,Bio
Pp Large Car 7c Bugs,NA,-24.19565,30.92515,7322547.5996805,289254.255260774,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.92515,-24.19565,NA,Bio
Pp Large Car 7c Bugs,NA,-24.19565,30.92515,7322547.5996805,289254.255260774,NA,cochineal bug,NA,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-15T10:26:40Z,30.92515,-24.19565,2020 - Quarter 3,Bio
PP large car 7c bugs update bugs have spread,NA,-24.20403,30.89657,7321575.96040101,286364.449104686,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,bugs have taken,2020-07-09T12:24:00Z,30.89657,-24.20403,2020 - Quarter 3,Bio
Pp Large Car 7c. Bugs,NA,-24.22288,30.94224,7319557.15374296,291035.053824594,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.94224,-24.22288,NA,Bio
Pp Large Car 7c. Bugs,NA,-24.22288,30.94224,7319557.15374296,291035.053824594,NA,cochineal bug,NA,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-23T10:17:47Z,30.94224,-24.22288,2020 - Quarter 3,Bio
Pp Large car 8c. Bugs,NA,-24.22924,30.94976,7318863.93148316,291809.274145643,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.94976,-24.22924,NA,Bio
Pp Large Car 9c Spray,NA,-24.189330000000002,30.85094,7323133.69677331,281703.541264007,NA,-,msma,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.85094,-24.189330000000002,NA,Chemical
Pp Large Car 9c Spray,NA,-24.189330000000002,30.85094,7323133.69677331,281703.541264007,NA,-,msma,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-08-19T13:31:20Z,30.85094,-24.189330000000002,2020 - Quarter 3,Chemical
Pp Large Car Already Bugs Dying. 8c,NA,-24.20936914,30.83398032,7320887.36468834,280014.684531341,NA,cochineal bug,-,High,Car,Primary,already infected with bugs,NA,2020 - Quarter 2,prickly pear,NA,2020-06-16T12:22:15Z,30.83398032,-24.20936914,2020 - Quarter 2,Bio
Pp Large Car Already Sprayed Mostly Dead. Spray Again,NA,-24.19211,30.94113,7322963.72114493,290872.06078836,NA,-,msma,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.94113,-24.19211,NA,Chemical
Pp Large Car Already Sprayed Mostly Dead. Spray Again. Update 1st December. Dead,NA,-24.19211,30.94113,7322963.72114493,290872.06078836,NA,-,msma,High,Car,Primary,dead,NA,2020 - Quarter 3,prickly pear,NA,2020-09-03T10:48:31Z,30.94113,-24.19211,2020 - Quarter 3,Dead
Pp Large Car Both,NA,-24.21017,30.82862,7320790.19650157,279471.48500145,NA,cochineal bug,msma,High,Car,Primary,NA,8 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.82862,-24.21017,NA,Both
Pp Large Car Both,NA,-24.20742,30.83294,7321101.63102902,279905.64370286,NA,cochineal bug,msma,High,Car,Primary,NA,8 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.83294,-24.20742,NA,Both
Pp Large Car Both,NA,-24.20742,30.83294,7321101.63102902,279905.64370286,NA,cochineal bug,msma,High,Car,Primary,NA,NA,2020 - Quarter 2,prickly pear,NA,NA,30.83294,-24.20742,NA,Both
Pp Large Car Both,NA,-24.21017,30.82862,7320790.19650157,279471.48500145,NA,cochineal bug,msma,High,Car,Primary,NA,NA,2020 - Quarter 2,prickly pear,NA,NA,30.82862,-24.21017,NA,Both
Pp Large Car Both Update 14 July  Bugs Have Taken. Plant Mostly Dead From Spray And Still Dying. Update 4th August. Pp Dead Bugs Still Alive,NA,-24.19673,30.87774,7322355.6276269,284439.108435826,NA,cochineal bug,msma,High,Car,Primary,NA,NA,2020 - Quarter 2,prickly pear,NA,NA,30.87774,-24.19673,NA,Both
Pp Large Car Both Update 14 July  Bugs Have Taken. Plant Mostly Dead From Spray And Still Dying. Update 4th August. Pp Dead Bugs Still Alive,NA,-24.19673,30.87774,7322355.6276269,284439.108435826,NA,cochineal bug,msma,High,Car,Primary,bugs have taken,NA,2020 - Quarter 2,prickly pear,NA,2020-06-03T15:28:25Z,30.87774,-24.19673,2020 - Quarter 2,Both
Pp Large Car Both. Revisited For Marula. Plant Mostly Dead. Bugs Did Take. Revisited 29ty July. Bugs Have Spread. Plant Mostly Dead From Spray,NA,-24.20467,30.84324,7321422.44481903,280947.375815993,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.84324,-24.20467,NA,Bio
Pp Large Car Both. Revisited For Marula. Plant Mostly Dead. Bugs Did Take. Revisited 29ty July. Bugs Have Spread. Plant Mostly Dead From Spray,NA,-24.20467,30.84324,7321422.44481903,280947.375815993,NA,cochineal bug,msma,High,Car,Primary,bugs have taken,NA,2020 - Quarter 3,prickly pear,NA,2020-07-24T07:56:36Z,30.84324,-24.20467,2020 - Quarter 3,Both
Pp Large Car Bugs 11c Evidence Of Moth Fruiting,NA,-24.19384,30.88126,7322681.17296899,284791.894914451,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.88126,-24.19384,NA,Bio
Pp Large Car Bugs 11c Evidence Of Moth Fruiting,NA,-24.19384,30.88126,7322681.17296899,284791.894914451,NA,cochineal bug,-,High,Car,Primary,evidence of moth,NA,2020 - Quarter 3,prickly pear,NA,2020-08-22T11:20:47Z,30.88126,-24.19384,2020 - Quarter 3,Bio
Pp Large Car Bugs 12c,NA,-24.21824,30.89838,7320004.73261234,286572.025173033,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.89838,-24.21824,NA,Bio
Pp Large Car Bugs 12c,NA,-24.21824,30.89838,7320004.73261234,286572.025173033,NA,cochineal bug,NA,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-09T15:04:24Z,30.89838,-24.21824,2020 - Quarter 3,Bio
PP large car bugs 16 April revisit bugs still present,NA,-24.20475,30.83478,7321400.28558649,280087.995301113,NA,cochineal bug,-,High,Car,Primary,needs chemical control,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.83478,-24.20475,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.21338,30.84956,7320467.54611378,281604.328225265,NA,cochineal bug,msma,High,Car,Primary,NA,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84956,-24.21338,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.21338,30.84956,7320467.54611378,281604.328225265,NA,cochineal bug,msma,High,Car,Primary,NA,6 cladodes,2019 - Quarter 3,prickly pear,Treated,NA,30.84956,-24.21338,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19086,30.83195,7322934.41803724,279776.597694031,NA,-,msma,Low,Car,Primary,update - dead,2 cladodes,2019 - Quarter 3,prickly pear,Treated,NA,30.83195,-24.19086,NA,Dead
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18899,30.84597,7323163.584163201,281197.961011091,NA,-,msma,Low,Car,Primary,update - dead,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84597,-24.18899,NA,Dead
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18918,30.84005,7323133.25455901,280596.754269299,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84005,-24.18918,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18987,30.83851,7323054.40454939,280441.456683164,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.83851,-24.18987,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19724,30.83716,7322235.911320769,280316.919127203,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.83716,-24.19724,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19728,30.83614,7322229.87589001,280213.351803672,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.83614,-24.19728,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.19022,30.84797,7323030.46893683,281403.278816517,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84797,-24.19022,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18793,30.84715,7323282.8465951905,281316.052234969,NA,-,msma,Low,Car,Primary,update - dead,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84715,-24.18793,NA,Dead
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18771,30.84759,7323307.90431915,281360.38570606,NA,-,-,Low,Car,Primary,removed to nursery,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84759,-24.18771,NA,Removed
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18775,30.84762,7323303.52050534,281363.502264636,NA,-,-,Low,Car,Primary,removed to nursery,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84762,-24.18775,NA,Removed
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18775,30.8477,7323303.64568145,281371.631137544,NA,-,-,Low,Car,Primary,removed to nursery,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.8477,-24.18775,NA,Removed
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18758,30.84781,7323322.64850228,281382.518385321,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84781,-24.18758,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18767,30.84782,7323312.69494808,281383.687998765,NA,-,msma,Low,Car,Primary,update - dead,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84782,-24.18767,NA,Dead
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18779,30.84807,7323299.793805189,281409.29538706,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84807,-24.18779,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18839,30.84803,7323233.2698977,281406.254224737,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84803,-24.18839,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18957,30.84569,7323098.89962913,281170.500495406,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84569,-24.18957,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.189330000000002,30.8462,7323126.28286672,281221.911682855,NA,-,-,Low,Car,Primary,removed to nursery,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.8462,-24.189330000000002,NA,Removed
PP large car bugs 27th August revisitation bugs have spread,NA,-24.1878,30.8417,7323288.70607791,280762.050400278,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.8417,-24.1878,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18525,30.83761,7323564.74449159,280342.090735431,NA,cochineal bug,msma,Med,Car,Primary,NA,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.83761,-24.18525,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18591,30.84635,7323505.34757899,281231.316034117,NA,cochineal bug,msma,Med,Car,Primary,already infected with bugs,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84635,-24.18591,NA,Both
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18607,30.84689,7323488.46985231,281286.459735236,NA,-,msma,Med,Car,Primary,update - dead,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84689,-24.18607,NA,Dead
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18554,30.84649,7323546.55125515,281244.910361906,NA,-,msma,Med,Car,Primary,update - dead,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84649,-24.18554,NA,Dead
PP large car bugs 27th August revisitation bugs have spread,NA,-24.1847,30.84553,7323638.09402516,281145.928049446,NA,-,-,Low,Car,Primary,removed to nursery,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84553,-24.1847,NA,Removed
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18802,30.8486,7323275.14600085,281463.541284716,NA,-,-,Low,Car,Primary,removed to nursery,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.8486,-24.18802,NA,Removed
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18825,30.84834,7323249.26248836,281437.51471129,NA,-,msma,Med,Car,Primary,needs biological control,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84834,-24.18825,NA,Chemical
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18808,30.84834,7323268.09319633,281437.224825173,NA,-,msma,Low,Car,Primary,update - dead,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84834,-24.18808,NA,Dead
PP large car bugs 27th August revisitation bugs have spread,NA,-24.1894,30.84982,7323124.1926238,281589.857872231,NA,-,msma,Low,Car,Primary,update - dead,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84982,-24.1894,NA,Dead
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18918,30.84997,7323148.79623402,281604.724419043,NA,cochineal bug,-,Med,Car,Primary,needs chemical control,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84997,-24.18918,NA,Bio
PP large car bugs 27th August revisitation bugs have spread,NA,-24.18903,30.84985,7323165.22397951,281592.275646572,NA,-,msma,Low,Car,Primary,needs biological control,NA,2019 - Quarter 3,prickly pear,Treated,NA,30.84985,-24.18903,NA,Chemical
